title,venue,year,author,comment,url,code
Communication-Efficient Agnostic Federated Averaging,arXiv,2104,"Jae Ro, Mingqing Chen, Rajiv Mathews, Mehryar Mohri, Ananda Theertha Suresh",,https://arxiv.org/abs/2104.02748,
Communication-Efficient Federated Learning with Dual-Side Low-Rank Compression,arXiv,2104,"Zhefeng Qiao, Xianghao Yu, Jun Zhang, Khaled B. Letaief","6 pages, 5 figures, submitted for potential publication",https://arxiv.org/abs/2104.12416,
Communication-Efficient and Personalized Federated Lottery Ticket Learning,arXiv,2104,"Sejin Seo, Seung-Woo Ko, Jihong Park, Seong-Lyun Kim, Mehdi Bennis","5 pages, 2 figures, 2 tables",https://arxiv.org/abs/2104.12501,
Confined Gradient Descent: Privacy-preserving Optimization for Federated Learning,arXiv,2104,"Yanjun Zhang, Guangdong Bai, Xue Li, Surya Nepal, Ryan K L Ko",,https://arxiv.org/abs/2104.13050,
Continual Distributed Learning for Crisis Management,arXiv,2104,"Aman Priyanshu, Mudit Sinha, Shreyans Mehta","6 pages, 3 figures, Accepted at 3rd Workshop on Continual and Multimodal Learning for Internet of Things and Presented at IEEESBM Manipal Paper Presentation",https://arxiv.org/abs/2104.12876,
D-Cliques: Compensating for Data Heterogeneity with Topology in Decentralized Federated Learning,arXiv,2104,"Aurélien Bellet, Anne-Marie Kermarrec, Erick Lavoie","18 pages, 26 figures. Revision v4: Made title and abstract more specific (data heterogeneity), added generalized clique construction algorithm (Greedy Swap), updated main text experiments to use generalized partitioning scheme, reorganized paper structure, re-ran and added previous experiments in appendix using updated simulator",https://arxiv.org/abs/2104.07365,
Decentralized Federated Averaging,arXiv,2104,"Tao Sun, Dongsheng Li, Bao Wang",,https://arxiv.org/abs/2104.11375,
"Decentralized Federated Learning for UAV Networks: Architecture, Challenges, and Opportunities",arXiv,2104,"Yuben Qu, Haipeng Dai, Yan Zhuang, Jiafa Chen, Chao Dong, Fan Wu, Song Guo","7 pages, 4 figures. This manuscript has been accepted by IEEE Network",https://arxiv.org/abs/2104.07557,
Decentralized and Model-Free Federated Learning: Consensus-Based Distillation in Function Space,arXiv,2104,"Akihito Taya, Takayuki Nishio, Masahiro Morikura, Koji Yamamoto",,https://arxiv.org/abs/2104.00352,
Distributed Learning in Wireless Networks: Recent Progress and Future Challenges,arXiv,2104,"Mingzhe Chen, Deniz Gündüz, Kaibin Huang, Walid Saad, Mehdi Bennis, Aneta Vulgarakis Feljan, H. Vincent Poor",,https://arxiv.org/abs/2104.02151,
Efficient Ring-topology Decentralized Federated Learning with Deep Generative Models for Industrial Artificial Intelligent,arXiv,2104,"Zhao Wang, Yifan Hu, Jun Xiao, Chao Wu",arXiv admin note: text overlap with arXiv:2010.10996,https://arxiv.org/abs/2104.08100,
Empowering Prosumer Communities in Smart Grid with Wireless Communications and Federated Edge Learning,arXiv,2104,"Afaf Taik, Boubakr Nour, Soumaya Cherkaoui",,https://arxiv.org/abs/2104.03169,
End-to-End Speech Recognition from Federated Acoustic Models,arXiv,2104,"Yan Gao, Titouan Parcollet, Salah Zaiem, Javier Fernandez-Marques, Pedro P. B. de Gusmao, Daniel J. Beutel, Nicholas D. Lane",,https://arxiv.org/abs/2104.14297,
FL-AGCNS: Federated Learning Framework for Automatic Graph Convolutional Network Search,arXiv,2104,"Chunnan Wang, Bozhou Chen, Geng Li, Hongzhi Wang",10 pages,https://arxiv.org/abs/2104.04141,
Fast-adapting and Privacy-preserving Federated Recommender System,arXiv,2104,"Qinyong Wang, Hongzhi Yin, Tong Chen, Junliang Yu, Alexander Zhou, Xiangliang Zhang",Acceptd by VLDB J,https://arxiv.org/abs/2104.00919,
FedCom: A Byzantine-Robust Local Model Aggregation Rule Using Data Commitment for Federated Learning,arXiv,2104,"Bo Zhao, Peng Sun, Liming Fang, Tao Wang, Keyu Jiang",,https://arxiv.org/abs/2104.08020,
FedDPGAN: Federated Differentially Private Generative Adversarial Networks Framework for the Detection of COVID-19 Pneumonia,arXiv,2104,"Longling Zhang, Bochen Shen, Ahmed Barnawi, Shan Xi, Neeraj Kumar, Yi Wu",,https://arxiv.org/abs/2104.12581,
FedFace: Collaborative Learning of Face Recognition Model,arXiv,2104,"Divyansh Aggarwal, Jiayu Zhou, Anil K. Jain",,https://arxiv.org/abs/2104.03008,
FedGraphNN: A Federated Learning System and Benchmark for Graph Neural Networks,arXiv,2104,"Chaoyang He, Keshav Balasubramanian, Emir Ceyani, Carl Yang, Han Xie, Lichao Sun, Lifang He, Liangwei Yang, Philip S. Yu, Yu Rong, Peilin Zhao, Junzhou Huang, Murali Annavaram, Salman Avestimehr",Our shorter versions are accepted to ICLR 2021 Workshop on Distributed and Private Machine Learning(DPML) and MLSys 2021 GNNSys Workshop on Graph Neural Networks and Systems. The full version is under review,https://arxiv.org/abs/2104.07145,https://github.com/FedML-AI/FedGraphNN.
FedNLP: Benchmarking Federated Learning Methods for Natural Language Processing Tasks,arXiv,2104,"Bill Yuchen Lin, Chaoyang He, Zihang Zeng, Hulin Wang, Yufen Huang, Christophe Dupuy, Rahul Gupta, Mahdi Soltanolkotabi, Xiang Ren, Salman Avestimehr",Accepted to NAACL 2022 Findings. Github: https://github.com/FedML-AI/FedNLP,https://arxiv.org/abs/2104.08815,Github:
FedPandemic: A Cross-Device Federated Learning Approach Towards Elementary Prognosis of Diseases During a Pandemic,arXiv,2104,"Aman Priyanshu, Rakshit Naidu",4+10 pages. To be presented at the DPML and MLPCP workshops at ICLR'21,https://arxiv.org/abs/2104.01864,
FedSAE: A Novel Self-Adaptive Federated Learning Framework in Heterogeneous Systems,arXiv,2104,"Li Li, Moming Duan, Duo Liu, Yu Zhang, Ao Ren, Xianzhang Chen, Yujuan Tan, Chengliang Wang",This paper will be presented at IJCNN 2021,https://arxiv.org/abs/2104.07515,
FedSup: A Communication-Efficient Federated Learning Fatigue Driving Behaviors Supervision Framework,arXiv,2104,"Chen Zhao, Zhipeng Gao, Qian Wang, Kaile Xiao, Zijia Mo, M. Jamal Deen",,https://arxiv.org/abs/2104.12086,
Federated Double Deep Q-learning for Joint Delay and Energy Minimization in IoT networks,arXiv,2104,"Sheyda Zarandi, Hina Tabassum","Accepted, in IEEE International Conference on Communications (ICC) Workshops, 2021",https://arxiv.org/abs/2104.11320,
Federated Few-Shot Learning with Adversarial Learning,arXiv,2104,"Chenyou Fan, Jianwei Huang",,https://arxiv.org/abs/2104.00365,
Federated Generalized Face Presentation Attack Detection,arXiv,2104,"Rui Shao, Pramuditha Perera, Pong C. Yuen, Vishal M. Patel",Accepted by IEEE Transactions on Neural Networks and Learning Systems (TNNLS) 2022. arXiv admin note: substantial text overlap with arXiv:2005.14638,https://arxiv.org/abs/2104.06595,
Federated Learning Meets Blockchain in Edge Computing: Opportunities and Challenges,arXiv,2104,"Dinh C. Nguyen, Ming Ding, Quoc-Viet Pham, Pubudu N. Pathirana, Long Bao Le, Aruna Seneviratne, Jun Li, Dusit Niyato, H. Vincent Poor","Accepted at the IEEE Internet of Things Journal, 19 pages",https://arxiv.org/abs/2104.01776,
Federated Learning for Internet of Things: A Comprehensive Survey,arXiv,2104,"Dinh C. Nguyen, Ming Ding, Pubudu N. Pathirana, Aruna Seneviratne, Jun Li, H. Vincent Poor","Accepted at the IEEE Communications Surveys & Tutorials, 37 pages",https://arxiv.org/abs/2104.07914,
Federated Learning for Malware Detection in IoT Devices,arXiv,2104,"Valerian Rey, Pedro Miguel Sánchez Sánchez, Alberto Huertas Celdrán, Gérôme Bovet, Martin Jaggi",,https://arxiv.org/abs/2104.09994,
Federated Learning of User Verification Models Without Sharing Embeddings,arXiv,2104,"Hossein Hosseini, Hyunsin Park, Sungrack Yun, Christos Louizos, Joseph Soriaga, Max Welling",,https://arxiv.org/abs/2104.08776,
Federated Learning with Fair Averaging,arXiv,2104,"Zheng Wang, Xiaoliang Fan, Jianzhong Qi, Chenglu Wen, Cheng Wang, Rongshan Yu",Accepted by IJCAI2021,https://arxiv.org/abs/2104.14937,https://github.com/WwZzz/easyFL.
Federated Learning-based Active Authentication on Mobile Devices,arXiv,2104,"Poojan Oza, Vishal M. Patel",,https://arxiv.org/abs/2104.07158,
Federated Traffic Synthesizing and Classification Using Generative Adversarial Networks,arXiv,2104,"Chenxin Xu, Rong Xia, Yong Xiao, Yingyu Li, Guangming Shi, Kwang-cheng Chen",,https://arxiv.org/abs/2104.10400,
From Distributed Machine Learning to Federated Learning: A Survey,arXiv,2104,"Ji Liu, Jizhou Huang, Yang Zhou, Xuhong Li, Shilei Ji, Haoyi Xiong, Dejing Dou",Accepted by KAIS,https://arxiv.org/abs/2104.14362,
Gradient Masked Federated Optimization,arXiv,2104,"Irene Tenison, Sreya Francis, Irina Rish",,https://arxiv.org/abs/2104.10322,
Identifying tax evasion in Mexico with tools from network science and machine learning,arXiv,2104,"Martin Zumaya, Rita Guerrero, Eduardo Islas, Omar Pineda, Carlos Gershenson, Gerardo Iñiguez, Carlos Pineda","26 pages, 12 figures",https://arxiv.org/abs/2104.13353,
"Imagine All the People: Citizen Science, Artificial Intelligence, and Computational Research",arXiv,2104,"Lea A. Shanley, Lucy Fortson, Tanya Berger-Wolf, Kevin Crowston, Pietro Michelucci","A Computing Community Consortium (CCC) white paper, 6 pages",https://arxiv.org/abs/2104.00093,
Joint Optimization of Communications and Federated Learning Over the Air,arXiv,2104,"Xin Fan, Yue Wang, Yan Huo, Zhi Tian",V2: Corrected typos and some technical content. Added some references. Added some theoretical proofs. Added some content to make our research applicable to more scenarios,https://arxiv.org/abs/2104.03490,
Knowledge Distillation For Wireless Edge Learning,arXiv,2104,"Ahmed P. Mohamed, Abu Shafin Mohammad Mahdee Jameel, Aly El Gamal","5 pages, 6 figures",https://arxiv.org/abs/2104.06374,
Leveraging Sharing Communities to Achieve Federated Learning for Cybersecurity,arXiv,2104,"Frank W. Bentrem, Michael A. Corsello, Joshua J. Palm","7 pages, SDM AI4CS 2021",https://arxiv.org/abs/2104.11763,
On In-network learning. A Comparative Study with Federated and Split Learning,arXiv,2104,"Matei Moldoveanu, Abdellatif Zaidi","Accepted for publication at the 2021 IEEE 22nd International Workshop on Signal Processing Advances in Wireless Communications (SPAWC), special session on Machine learning at the Edge. arXiv admin note: substantial text overlap with arXiv:2107.03433",https://arxiv.org/abs/2104.14929,
On the Convergence Time of Federated Learning Over Wireless Networks Under Imperfect CSI,arXiv,2104,"Francesco Pase, Marco Giordani, Michele Zorzi","IEEE International Conference on Communications Workshops (ICC WKSHPS), Virtual/Montreal, Canada, 2021",https://arxiv.org/abs/2104.00331,
On the Importance of Trust in Next-Generation Networked CPS Systems: An AI Perspective,arXiv,2104,"Anousheh Gholami, Nariman Torkzaban, John S. Baras",,https://arxiv.org/abs/2104.07853,
On-device Federated Learning with Flower,arXiv,2104,"Akhil Mathur, Daniel J. Beutel, Pedro Porto Buarque de Gusmão, Javier Fernandez-Marques, Taner Topal, Xinchi Qiu, Titouan Parcollet, Yan Gao, Nicholas D. Lane",Accepted at the 2nd On-device Intelligence Workshop @ MLSys 2021. arXiv admin note: substantial text overlap with arXiv:2007.14390,https://arxiv.org/abs/2104.03042,
PPFL: Privacy-preserving Federated Learning with Trusted Execution Environments,arXiv,2104,"Fan Mo, Hamed Haddadi, Kleomenis Katevas, Eduard Marin, Diego Perino, Nicolas Kourtellis","15 pages, 8 figures, accepted to MobiSys 2021",https://arxiv.org/abs/2104.14380,
Personalized Semi-Supervised Federated Learning for Human Activity Recognition,arXiv,2104,"Claudio Bettini, Gabriele Civitarese, Riccardo Presotto",,https://arxiv.org/abs/2104.08094,
Practical Defences Against Model Inversion Attacks for Split Neural Networks,arXiv,2104,"Tom Titcombe, Adam J. Hall, Pavlos Papadopoulos, Daniele Romanini",ICLR 2021 Workshop on Distributed and Private Machine Learning (DPML 2021),https://arxiv.org/abs/2104.05743,
Preventing and Controlling Epidemics through Blockchain-Assisted AI-Enabled Networks,arXiv,2104,"Safa Otoum, Ismaeel Al Ridhawi, Hussein T. Mouftah",Accepted in IEEE Network Magazine,https://arxiv.org/abs/2104.13224,
Privacy-Preserving Federated Learning on Partitioned Attributes,arXiv,2104,"Shuang Zhang, Liyao Xiang, Xi Yu, Pengzhi Chu, Yingqi Chen, Chen Cen, Li Wang",,https://arxiv.org/abs/2104.14383,
Privacy-preserving Federated Learning based on Multi-key Homomorphic Encryption,arXiv,2104,"Jing Ma, Si-Ahmed Naas, Stephan Sigg, Xixiang Lyu",,https://arxiv.org/abs/2104.06824,
PyVertical: A Vertical Federated Learning Framework for Multi-headed SplitNN,arXiv,2104,"Daniele Romanini, Adam James Hall, Pavlos Papadopoulos, Tom Titcombe, Abbas Ismail, Tudor Cebere, Robert Sandmann, Robin Roehm, Michael A. Hoeh",ICLR 2021 Workshop on Distributed and Private Machine Learning (DPML 2021),https://arxiv.org/abs/2104.00489,
Research on Resource Allocation for Efficient Federated Learning,arXiv,2104,"Jianyang Ren, Wanli Ni, Gaofeng Nie, Hui Tian","14 pages, 13 figures",https://arxiv.org/abs/2104.09177,
"Resource Rationing for Wireless Federated Learning: Concept, Benefits, and Challenges",arXiv,2104,"Cong Shen, Jie Xu, Sihui Zheng, Xiang Chen","7 pages, 6 pages, accepted to IEEE Communications Magazine",https://arxiv.org/abs/2104.06990,
Robust Federated Learning by Mixture of Experts,arXiv,2104,"Saeedeh Parsaeefard, Sayed Ehsan Etesami, Alberto Leon Garcia",,https://arxiv.org/abs/2104.11700,
Sample-based and Feature-based Federated Learning for Unconstrained and Constrained Nonconvex Optimization via Mini-batch SSCA,arXiv,2104,"Ying Cui, Yangchen Li, Chencheng Ye","18 pages, 4 figures. This work is to appear in IEEE Trans. Signal Process. arXiv admin note: substantial text overlap with arXiv:2103.09506",https://arxiv.org/abs/2104.06011,
Secure and Efficient Federated Learning Through Layering and Sharding Blockchain,arXiv,2104,"Shuo Yuan, Bin Cao, Yao Sun, Zhiguo Wan, Mugen Peng",Accepted by IEEE Transactions on Network Science and Engineering,https://arxiv.org/abs/2104.13130,
See through Gradients: Image Batch Recovery via GradInversion,arXiv,2104,"Hongxu Yin, Arun Mallya, Arash Vahdat, Jose M. Alvarez, Jan Kautz, Pavlo Molchanov",CVPR 2021 accepted paper,https://arxiv.org/abs/2104.07586,
Semi-Decentralized Federated Edge Learning for Fast Convergence on Non-IID Data,arXiv,2104,"Yuchang Sun, Jiawei Shao, Yuyi Mao, Jessie Hui Wang, Jun Zhang",,https://arxiv.org/abs/2104.12678,
Simultaneous Wireless Information and Power Transfer for Federated Learning,arXiv,2104,"José Mairton B. da Silva Jr., Konstantinos Ntougias, Ioannis Krikidis, Gábor Fodor, Carlo Fischione","Accepted to appear in the IEEE International Workshop on Signal Processing Advances in Wireless Communications (SPAWC) in Lucca, Italy, Sep. 2021",https://arxiv.org/abs/2104.12749,
Spatial Privacy-aware VR streaming,arXiv,2104,"Xing Wei, Chenyang Yang","7 pages, 5 figures, submit to IEEE for possible publication. arXiv admin note: substantial text overlap with arXiv:2104.09779",https://arxiv.org/abs/2104.14170,
The Role of Cross-Silo Federated Learning in Facilitating Data Sharing in the Agri-Food Sector,arXiv,2104,"Aiden Durrant, Milan Markovic, David Matthews, David May, Jessica Enright, Georgios Leontidis","23 pages, 5 figures, 7 tables || Version 2 fixed typos etc",https://arxiv.org/abs/2104.07468,
Threshold-Based Data Exclusion Approach for Energy-Efficient Federated Edge Learning,arXiv,2104,"Abdullatif Albaseer, Mohamed Abdallah, Ala Al-Fuqaha, Aiman Erbad",accepted to IEEE ICC 2021 WS,https://arxiv.org/abs/2104.05509,
Towards Causal Federated Learning For Enhanced Robustness and Privacy,arXiv,2104,"Sreya Francis, Irene Tenison, Irina Rish",,https://arxiv.org/abs/2104.06557,
Towards Fair Federated Learning with Zero-Shot Data Augmentation,arXiv,2104,"Weituo Hao, Mostafa El-Khamy, Jungwon Lee, Jianyi Zhang, Kevin J Liang, Changyou Chen, Lawrence Carin","Accepted by IEEE CVPR Workshop on Fair, Data Efficient And Trusted Computer Vision",https://arxiv.org/abs/2104.13417,
Towards On-Device Federated Learning: A Direct Acyclic Graph-based Blockchain Approach,arXiv,2104,"Mingrui Cao, Long Zhang, Bin Cao",,https://arxiv.org/abs/2104.13092,
Turning Federated Learning Systems Into Covert Channels,arXiv,2104,"Gabriele Costa, Fabio Pinelli, Simone Soderi, Gabriele Tolomei",,https://arxiv.org/abs/2104.10561,
Wireless Federated Learning (WFL) for 6G Networks -- Part II: The Compute-then-Transmit NOMA Paradigm,arXiv,2104,"Pavlos S. Bouzinis, Panagiotis D. Diamantoulakis, George K. Karagiannidis",,https://arxiv.org/abs/2104.12005,
1-Bit Compressive Sensing for Efficient Federated Learning Over the Air,arXiv,2103,"Xin Fan, Yue Wang, Yan Huo, Zhi Tian",Part of this article is to be published in the IEEE ICC 2021 Workshop Proceedings,https://arxiv.org/abs/2103.16055,
A Federated Learning Framework for Smart Grids: Securing Power Traces in Collaborative Learning,arXiv,2103,"Haizhou Liu, Xuan Zhang, Xinwei Shen, Hongbin Sun",,https://arxiv.org/abs/2103.11870,
A Framework for Energy and Carbon Footprint Analysis of Distributed and Federated Edge Learning,arXiv,2103,"Stefano Savazzi, Sanaz Kianoush, Vittorio Rampa, Mehdi Bennis",The work has been submitted to the IEEE for possible publication,https://arxiv.org/abs/2103.10346,
A Theorem of the Alternative for Personalized Federated Learning,arXiv,2103,"Shuxiao Chen, Qinqing Zheng, Qi Long, Weijie J. Su","50 pages (main manuscript: 25 pages, appendices: 25 pages)",https://arxiv.org/abs/2103.01901,
A Tree-based Model Averaging Approach for Personalized Treatment Effect Estimation from Heterogeneous Data Sources,arXiv,2103,"Xiaoqing Tan, Chung-Chou H. Chang, Ling Zhou, Lu Tang","Accepted at ICML 2022. Previously titled ""A Tree-based Federated Learning Approach for Personalized Treatment Effect Estimation from Heterogeneous Data Sources""",https://arxiv.org/abs/2103.06261,
Adaptive Transmission Scheduling in Wireless Networks for Asynchronous Federated Learning,arXiv,2103,"Hyun-Suk Lee, Jang-Won Lee",Accepted to IEEE JSAC,https://arxiv.org/abs/2103.01422,
Adversarial training in communication constrained federated learning,arXiv,2103,"Devansh Shah, Parijat Dube, Supriyo Chakraborty, Ashish Verma",,https://arxiv.org/abs/2103.01319,
An Experiment Study on Federated LearningTestbed,arXiv,2103,"Cheng Shen, Wanli Xue",Accepted by SMARTCOM2021,https://arxiv.org/abs/2103.10579,
Auction Based Clustered Federated Learning in Mobile Edge Computing System,arXiv,2103,"Renhao Lu, Weizhe Zhang, Qiong Li, Xiaoxiong Zhong, Athanasios V. Vasilakos",,https://arxiv.org/abs/2103.07150,
Benchmarking Modern Named Entity Recognition Techniques for Free-text Health Record De-identification,arXiv,2103,"Abdullah Ahmed, Adeel Abbasi, Carsten Eickhoff",Presented at AMIA Informatics Summit 2021,https://arxiv.org/abs/2103.13546,
Bias-Free FedGAN: A Federated Approach to Generate Bias-Free Datasets,arXiv,2103,"Vaikkunth Mugunthan, Vignesh Gokul, Lalana Kagal, Shlomo Dubnov",,https://arxiv.org/abs/2103.09876,
Blockchain-Based Federated Learning in Mobile Edge Networks with Application in Internet of Vehicles,arXiv,2103,"Rui Wang, Heju Li, Erwu Liu","14 pages,7 figures, journal",https://arxiv.org/abs/2103.01116,
Certifiably-Robust Federated Adversarial Learning via Randomized Smoothing,arXiv,2103,"Cheng Chen, Bhavya Kailkhura, Ryan Goldhahn, Yi Zhou","9 pages, 12 figures",https://arxiv.org/abs/2103.16031,
Channel-Driven Monte Carlo Sampling for Bayesian Distributed Learning in Wireless Data Centers,arXiv,2103,"Dongzhu Liu, Osvaldo Simeone",To appear in IEEE Journal on Sel. Area Commun,https://arxiv.org/abs/2103.01351,
Constrained Differentially Private Federated Learning for Low-bandwidth Devices,arXiv,2103,"Raouf Kerkouche, Gergely Ács, Claude Castelluccia, Pierre Genevès",arXiv admin note: text overlap with arXiv:2011.05578,https://arxiv.org/abs/2103.00342,
Convergence and Accuracy Trade-Offs in Federated Learning and Meta-Learning,arXiv,2103,"Zachary Charles, Jakub Konečný",,https://arxiv.org/abs/2103.05032,
Delay Analysis of Wireless Federated Learning Based on Saddle Point Approximation and Large Deviation Theory,arXiv,2103,"Lintao Li, Longwei Yang, Xin Guo, Yuanming Shi, Haiming Wang, Wei Chen, Khaled B. Letaief",,https://arxiv.org/abs/2103.16994,
Demystifying the Effects of Non-Independence in Federated Learning,arXiv,2103,"Stefan Arnold, Dilara Yesilbas","8 pages, 7 figures",https://arxiv.org/abs/2103.11226,
Deploying Federated Learning in Large-Scale Cellular Networks: Spatial Convergence Analysis,arXiv,2103,"Zhenyi Lin, Xiaoyang Li, Vincent K. N. Lau, Yi Gong, Kaibin Huang",,https://arxiv.org/abs/2103.06056,
Distributed Dynamic Map Fusion via Federated Learning for Intelligent Networked Vehicles,arXiv,2103,"Zijian Zhang, Shuai Wang, Yuncong Hong, Liangkai Zhou, Qi Hao","7 pages, 5 figures, 2021 IEEE International Conference on Robotics and Automation (ICRA)",https://arxiv.org/abs/2103.03786,
Energy-aware Resource Management for Federated Learning in Multi-access Edge Computing Systems,arXiv,2103,"Chit Wutyee Zaw, Shashi Raj Pandey, Kitae Kim, Choong Seon Hong",,https://arxiv.org/abs/2103.13293,
Escaping Saddle Points in Distributed Newton's Method with Communication Efficiency and Byzantine Resilience,arXiv,2103,"Avishek Ghosh, Raj Kumar Maity, Arya Mazumdar, Kannan Ramchandran",,https://arxiv.org/abs/2103.09424,
Evaluation and Optimization of Distributed Machine Learning Techniques for Internet of Things,arXiv,2103,"Yansong Gao, Minki Kim, Chandra Thapa, Sharif Abuadbba, Zhi Zhang, Seyit A. Camtepe, Hyoungshick Kim, Surya Nepal",14 pages. arXiv admin note: text overlap with arXiv:2003.13376,https://arxiv.org/abs/2103.02762,
FedCor: Correlation-Based Active Client Selection Strategy for Heterogeneous Federated Learning,arXiv,2103,"Minxue Tang, Xuefei Ning, Yitu Wang, Jingwei Sun, Yu Wang, Hai Li, Yiran Chen",Accepted by CVPR 2022,https://arxiv.org/abs/2103.13822,
FedDG: Federated Domain Generalization on Medical Image Segmentation via Episodic Learning in Continuous Frequency Space,arXiv,2103,"Quande Liu, Cheng Chen, Jing Qin, Qi Dou, Pheng-Ann Heng",Accepted to CVPR 2021,https://arxiv.org/abs/2103.06030,"""https://github.com/liuquande/FedDG-ELCFS""."
FedDR -- Randomized Douglas-Rachford Splitting Algorithms for Nonconvex Federated Composite Optimization,arXiv,2103,"Quoc Tran-Dinh, Nhan H. Pham, Dzung T. Phan, Lam M. Nguyen","39 pages, and 12 figures",https://arxiv.org/abs/2103.03452,
FedDis: Disentangled Federated Learning for Unsupervised Brain Pathology Segmentation,arXiv,2103,"Cosmin I. Bercea, Benedikt Wiestler, Daniel Rueckert, Shadi Albarqouni",,https://arxiv.org/abs/2103.03705,
FedPower: Privacy-Preserving Distributed Eigenspace Estimation,arXiv,2103,"Xiao Guo, Xiang Li, Xiangyu Chang, Shusen Wang, Zhihua Zhang",,https://arxiv.org/abs/2103.00704,
FedV: Privacy-Preserving Federated Learning over Vertically Partitioned Data,arXiv,2103,"Runhua Xu, Nathalie Baracaldo, Yi Zhou, Ali Anwar, James Joshi, Heiko Ludwig",,https://arxiv.org/abs/2103.03918,
Federated Functional Gradient Boosting,arXiv,2103,"Zebang Shen, Hamed Hassani, Satyen Kale, Amin Karbasi",,https://arxiv.org/abs/2103.06972,
Federated Learning with Taskonomy for Non-IID Data,arXiv,2103,"Hadi Jamali-Rad, Mohammad Abdizadeh, Anuj Singh",30 pages,https://arxiv.org/abs/2103.15947,
Federated Learning without Revealing the Decision Boundaries,arXiv,2103,Roozbeh Yousefzadeh,,https://arxiv.org/abs/2103.00695,
Federated Learning: A Signal Processing Perspective,arXiv,2103,"Tomer Gafni, Nir Shlezinger, Kobi Cohen, Yonina C. Eldar, H. Vincent Poor","24 pages, 15 figures",https://arxiv.org/abs/2103.17150,
Federated Quantum Machine Learning,arXiv,2103,"Samuel Yen-Chi Chen, Shinjae Yoo",,https://arxiv.org/abs/2103.12010,
Heterogeneity for the Win: One-Shot Federated Clustering,arXiv,2103,"Don Kurian Dennis, Tian Li, Virginia Smith",,https://arxiv.org/abs/2103.00697,
Hierarchical Federated Learning with Quantization: Convergence Analysis and System Design,arXiv,2103,"Lumin Liu, Jun Zhang, Shenghui Song, Khaled B. Letaief",Published in IEEE Transactions on Wireless Communications,https://arxiv.org/abs/2103.14272,
Integrating Over-the-Air Federated Learning and Non-Orthogonal Multiple Access: What Role can RIS Play?,arXiv,2103,"Wanli Ni, Yuanwei Liu, Zhaohui Yang, Hui Tian, Xuemin Shen",This paper has been accepted by IEEE Transactions on Wireless Communications,https://arxiv.org/abs/2103.00435,
Linear Regression over Networks with Communication Guarantees,arXiv,2103,Konstantinos Gatsis,Accepted at 3rd Annual Learning for Dynamics & Control Conference (L4DC) 2021. arXiv admin note: substantial text overlap with arXiv:2101.10007,https://arxiv.org/abs/2103.04140,
Model-Contrastive Federated Learning,arXiv,2103,"Qinbin Li, Bingsheng He, Dawn Song",Accepted by CVPR 2021,https://arxiv.org/abs/2103.16257,
Moshpit SGD: Communication-Efficient Decentralized Training on Heterogeneous Unreliable Devices,arXiv,2103,"Max Ryabinin, Eduard Gorbunov, Vsevolod Plokhotnyuk, Gennady Pekhimenko",Accepted to Conference on Neural Information Processing Systems (NeurIPS) 2021. Code: https://github.com/yandex-research/moshpit-sgd,https://arxiv.org/abs/2103.03239,https://github.com/yandex-research/moshpit-sgd
Multi-Task Federated Reinforcement Learning with Adversaries,arXiv,2103,"Aqeel Anwar, Arijit Raychowdhury","14 pages, 19 figures, 4 tables, journal",https://arxiv.org/abs/2103.06473,
Multi-institutional Collaborations for Improving Deep Learning-based Magnetic Resonance Image Reconstruction Using Federated Learning,arXiv,2103,"Pengfei Guo, Puyang Wang, Jinyuan Zhou, Shanshan Jiang, Vishal M. Patel",Accepted at CVPR 2021,https://arxiv.org/abs/2103.02148,https://github.com/guopengf/FLMRCM.
"One for One, or All for All: Equilibria and Optimality of Collaboration in Federated Learning",arXiv,2103,"Avrim Blum, Nika Haghtalab, Richard Lanas Phillips, Han Shao",,https://arxiv.org/abs/2103.03228,
Opportunistic Federated Learning: An Exploration of Egocentric Collaboration for Pervasive Computing Applications,arXiv,2103,"Sangsu Lee, Xi Zheng, Jie Hua, Haris Vikalo, Christine Julien",,https://arxiv.org/abs/2103.13266,
Optimization of User Selection and Bandwidth Allocation for Federated Learning in VLC/RF Systems,arXiv,2103,"Chuanhong Liu, Caili Guo, Yang Yang, Mingzhe Chen, H. Vincent Poor, Shuguang Cui",WCNC2021,https://arxiv.org/abs/2103.03444,
PFA: Privacy-preserving Federated Adaptation for Effective Model Personalization,arXiv,2103,"Bingyan Liu, Yao Guo, Xiangqun Chen",This paper has been accepted by WWW2021,https://arxiv.org/abs/2103.01548,https://github.com/lebyni/PFA.
Personalized Federated Learning using Hypernetworks,arXiv,2103,"Aviv Shamsian, Aviv Navon, Ethan Fetaya, Gal Chechik",,https://arxiv.org/abs/2103.04628,
Practical and Private (Deep) Learning without Sampling or Shuffling,arXiv,2103,"Peter Kairouz, Brendan McMahan, Shuang Song, Om Thakkar, Abhradeep Thakurta, Zheng Xu",,https://arxiv.org/abs/2103.00039,https://github.com/google-research/federated/tree/master/dp_ftrl
Prior-Independent Auctions for the Demand Side of Federated Learning,arXiv,2103,"Andreas Haupt, Vaikkunth Mugunthan",,https://arxiv.org/abs/2103.14375,
Privacy Amplification for Federated Learning via User Sampling and Wireless Aggregation,arXiv,2103,"Mohamed Seif, Wei-Ting Chang, Ravi Tandon",,https://arxiv.org/abs/2103.01953,
