title,author,venue_name,publish_date,url,code,created_date
Make Text Unlearnable: Exploiting Effective Patterns to Protect Personal Data,"Xinzhe Li, Ming Liu, Shang Gao","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">ACL2023 Third Workshop on Trustworthy Natural Language Processing</span></li></ul>",2023-07-02,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2307.00456"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2307.00456v1"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2023-07-02)]</a></li></ul>",,2024-11-03
Opposites attract: How incumbents learn and unlearn in coopetitive relationships with start-ups,Klammer A.,"<ul><li><span style=""color: #FF5733;"">Industrial Marketing Management</span></li></ul>",2023-07-01,"<ul><li><a href=""https://doi.org/10.1016/j.indmarman.2023.05.002"" target=""_blank"" style=""color: #FF5733;"">[ScienceDirect (2023-07-01)]</a></li></ul>",,2024-11-03
BFU: Bayesian Federated Unlearning with Parameter Self-Sharing,"Weiqi Wang, Zhiyi Tian, Chenhan Zhang, An Liu, Shui Yu","<ul><li><span style=""color: #FF5733;"">ASIA CCS '23: Proceedings of the 2023 ACM Asia Conference on Computer and Communications Security</span></li><li><span style=""color: #3357FF;"">AsiaCCS</span></li></ul>",2023-07,"<ul><li><a href=""https://dl.acm.org/doi/10.1145/3579856.3590327"" target=""_blank"" style=""color: #FF5733;"">[ACM (2023-07)]</a></li><li><a href=""https://doi.org/10.1145/3579856.3590327"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li></ul>",,2024-11-03
Forget Me Now: Fast and Exact Unlearning in Neighborhood-based Recommendation,"Sebastian Schelter, Mozhdeh Ariannezhad, Maarten de Rijke","<ul><li><span style=""color: #FF5733;"">SIGIR '23: Proceedings of the 46th International ACM SIGIR Conference on Research and Development in Information Retrieval</span></li><li><span style=""color: #3357FF;"">SIGIR</span></li></ul>",2023-07,"<ul><li><a href=""https://dl.acm.org/doi/10.1145/3539618.3591989"" target=""_blank"" style=""color: #FF5733;"">[ACM (2023-07)]</a></li><li><a href=""https://doi.org/10.1145/3539618.3591989"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li></ul>",,2024-11-03
Ticketed Learning-Unlearning Schemes,"Badih Ghazi, Pritish Kamath, Ravi Kumar, Pasin Manurangsi, Ayush Sekhari, Chiyuan Zhang","<ul><li><span style=""color: #FF5733;"">COLT</span></li><li><span style=""color: #3357FF;"">CoRR</span></li><li><span style=""color: #FF33A1;"">arXiv</span></li></ul>",2023-06-27,"<ul><li><a href=""https://proceedings.mlr.press/v195/ghazi23a.html"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""https://doi.org/10.48550/arXiv.2306.15744"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2306.15744v1"" target=""_blank"" style=""color: #FF33A1;"">[arXiv (2023-06-27)]</a></li></ul>",,2024-11-03
One-Shot Machine Unlearning with Mnemonic Code,"Tomoya Yamashita, Masanori Yamada, Takashi Shibata","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">arXiv</span></li></ul>",2023-06-09,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2306.05670"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2306.05670v1"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2023-06-09)]</a></li></ul>",,2024-11-03
Flew Over Learning Trap: Learn Unlearnable Samples by Progressive Staged Training,"Pucheng Dang, Xing Hu, Kaidi Xu, Jinhao Duan, Di Huang, Husheng Han, Rui Zhang, Zidong Du, Qi Guo, Yunji Chen","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">arXiv</span></li></ul>",2023-06-03,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2306.02064"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2306.02064v1"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2023-06-03)]</a></li></ul>",,2024-11-03
Unlearnable Examples for Diffusion Models: Protect Data from Unauthorized Exploitation,"Zhengyue Zhao, Jinhao Duan, Xing Hu, Kaidi Xu, Chenan Wang, Rui Zhang, Zidong Du, Qi Guo, Yunji Chen","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">arXiv</span></li></ul>",2023-06-02,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2306.01902"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2306.01902v2"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2023-06-02)]</a></li></ul>",,2024-11-03
Cytoophidia and filaments: you must unlearn what you have learned,Guo C.J.,"<ul><li><span style=""color: #FF5733;"">Biochemical Society Transactions</span></li></ul>",2023-06-01,"<ul><li><a href=""https://doi.org/10.1042/BST20221410"" target=""_blank"" style=""color: #FF5733;"">[ScienceDirect (2023-06-01)]</a></li></ul>",,2024-11-03
Listening to Unlearn Implicit Bias,Kulesa J.T.,"<ul><li><span style=""color: #FF5733;"">Academic Medicine</span></li></ul>",2023-06-01,"<ul><li><a href=""https://doi.org/10.1097/ACM.0000000000005085"" target=""_blank"" style=""color: #FF5733;"">[ScienceDirect (2023-06-01)]</a></li></ul>",,2024-11-03
DeltaBoost: Gradient Boosting Decision Trees with Efficient Machine Unlearning,"Zhaomin Wu, Junhui Zhu, Qinbin Li, Bingsheng He","<ul><li><span style=""color: #FF5733;"">Proceedings of the ACM on Management of Data (PACMMOD), Volume 1, Issue 2</span></li><li><span style=""color: #3357FF;"">Proc. ACM Manag. Data</span></li></ul>",2023-06,"<ul><li><a href=""https://dl.acm.org/doi/10.1145/3589313"" target=""_blank"" style=""color: #FF5733;"">[ACM (2023-06)]</a></li><li><a href=""https://doi.org/10.1145/3589313"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li></ul>",,2024-11-03
What Can We Learn from Unlearnable Datasets?,"Pedro Sandoval Segura, Vasu Singla, Jonas Geiping, Micah Goldblum, Tom Goldstein","<ul><li><span style=""color: #FF5733;"">NeurIPS</span></li><li><span style=""color: #3357FF;"">CoRR</span></li><li><span style=""color: #FF33A1;"">arXiv</span></li></ul>",2023-05-30,"<ul><li><a href=""http://papers.nips.cc/paper_files/paper/2023/hash/ee5bb72130c332c3d4bf8d231e617506-Abstract-Conference.html"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""https://doi.org/10.48550/arXiv.2305.19254"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2305.19254v3"" target=""_blank"" style=""color: #FF33A1;"">[arXiv (2023-05-30)]</a></li></ul>","<ul><li><a href=""https://github.com/psandovalsegura/learn-from-unlearnable"" target=""_blank"" style=""color: #FF33A1;"">[arXiv - psandovalsegura]</a></li></ul>",2024-11-03
"Machine Unlearning: its nature, scope, and importance for a &quot;delete culture&quot;",Luciano Floridi,"<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">arXiv</span></li></ul>",2023-05-24,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2305.15242"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2305.15242v1"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2023-05-24): Machine Unlearning: its nature, scope, and importance for a ""delete culture""]</a></li></ul>",,2024-11-03
Random Relabeling for Efficient Machine Unlearning,"Junde Li, Swaroop Ghosh","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">arXiv</span></li></ul>",2023-05-21,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2305.12320"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2305.12320v1"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2023-05-21)]</a></li></ul>",,2024-11-03
Towards Generalizable Data Protection With Transferable Unlearnable Examples,"Bin Fang, Bo Li, Shuang Wu, Tianyi Zheng, Shouhong Ding, Ran Yi, Lizhuang Ma","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">arXiv</span></li></ul>",2023-05-18,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2305.11191"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2305.11191v1"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2023-05-18)]</a></li></ul>",,2024-11-03
"To Learn, Unlearn, and Relearn with Personalized Language Learning and Educational Technology",Maheswara A.,"<ul><li><span style=""color: #FF5733;"">E3S Web of Conferences</span></li></ul>",2023-05-17,"<ul><li><a href=""https://doi.org/10.1051/e3sconf/202338804029"" target=""_blank"" style=""color: #FF5733;"">[ScienceDirect (2023-05-17)]</a></li></ul>",,2024-11-03
Daily briefing: What comes after the International Space Station dies?,Flora Graham,"<ul><li><span style=""color: #FF5733;"">Nature</span></li></ul>",2023-05-16,"<ul><li><a href=""https://www.nature.com/articles/d41586-023-01653-2"" target=""_blank"" style=""color: #FF5733;"">[Nature (2023-05-16)]</a></li></ul>",,2024-11-03
How geoscientists are making their field more welcoming,Virginia Gewin,"<ul><li><span style=""color: #FF5733;"">Nature</span></li></ul>",2023-05-15,"<ul><li><a href=""https://www.nature.com/articles/d41586-023-01615-8"" target=""_blank"" style=""color: #FF5733;"">[Nature (2023-05-15)]</a></li></ul>",,2024-11-03
Learn to Unlearn: A Survey on Machine Unlearning,"Youyang Qu, Xin Yuan, Ming Ding, Wei Ni, Thierry Rakotoarivelo, David B. Smith","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">arXiv</span></li></ul>",2023-05-12,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2305.07512"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2305.07512v2"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2023-05-12)]</a></li></ul>",,2024-11-03
KGA: A General Machine Unlearning Framework Based on Knowledge Gap Alignment,"Lingzhi Wang, Tong Chen, Wei Yuan, Xingshan Zeng, Kam-Fai Wong, Hongzhi Yin","<ul><li><span style=""color: #FF5733;"">ACL</span></li><li><span style=""color: #3357FF;"">CoRR</span></li><li><span style=""color: #FF33A1;"">arXiv</span></li></ul>",2023-05-11,"<ul><li><a href=""https://doi.org/10.18653/v1/2023.acl-long.740"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""https://doi.org/10.48550/arXiv.2305.06535"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2305.06535v1"" target=""_blank"" style=""color: #FF33A1;"">[arXiv (2023-05-11)]</a></li></ul>",,2024-11-03
Exploring the Landscape of Machine Unlearning: A Comprehensive Survey and Taxonomy,"Thanveer Shaik, Xiaohui Tao, Haoran Xie, Lin Li, Xiaofeng Zhu, Qing Li","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">arXiv</span></li></ul>",2023-05-10,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2305.06360"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2305.06360v6"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2023-05-10)]</a></li></ul>",,2024-11-03
Towards Efficient Personalized Driver Behavior Modeling with Machine Unlearning,"Qun Song, Rui Tan, Jianping Wang","<ul><li><span style=""color: #FF5733;"">CPS-IoT Week '23: Proceedings of Cyber-Physical Systems and Internet of Things Week 2023</span></li><li><span style=""color: #3357FF;"">CPS-IoT Week Workshops</span></li></ul>",2023-05,"<ul><li><a href=""https://dl.acm.org/doi/10.1145/3576914.3587489"" target=""_blank"" style=""color: #FF5733;"">[ACM (2023-05)]</a></li><li><a href=""https://doi.org/10.1145/3576914.3587489"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li></ul>",,2024-11-03
"Integrating Oldenburg’s concept of place and Soja’s concept of space: a spatial enquiry of denial, repression, and closure in Ishiguro’s “The Remains of the Day”","Aishwarya Maran, Michael Raj J","<ul><li><span style=""color: #FF5733;"">Humanities and Social Sciences Communications</span></li></ul>",2023-04-28,"<ul><li><a href=""https://www.nature.com/articles/s41599-023-01676-0"" target=""_blank"" style=""color: #FF5733;"">[Nature (2023-04-28)]</a></li></ul>",,2024-11-03
SAFE: Machine Unlearning With Shard Graphs,"Yonatan Dukler, Benjamin Bowman, Alessandro Achille, Aditya Golatkar, Ashwin Swaminathan, Stefano Soatto","<ul><li><span style=""color: #FF5733;"">2023 IEEE/CVF International Conference on Computer Vision (ICCV)</span></li><li><span style=""color: #3357FF;"">ICCV</span></li><li><span style=""color: #FF33A1;"">CoRR</span></li><li><span style=""color: #FF8C33;"">arXiv</span></li></ul>",2023-04-25,"<ul><li><a href=""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10376715"" target=""_blank"" style=""color: #FF5733;"">[IEEE (2023)]</a></li><li><a href=""https://doi.org/10.1109/ICCV51070.2023.01569"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li><li><a href=""https://doi.org/10.48550/arXiv.2304.13169"" target=""_blank"" style=""color: #FF33A1;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2304.13169v2"" target=""_blank"" style=""color: #FF8C33;"">[arXiv (2023-04-25)]</a></li></ul>",,2024-11-03
Selective and Collaborative Influence Function for Efficient Recommendation Unlearning,"Yuyuan Li, Chaochao Chen, Xiaolin Zheng, Yizhao Zhang, Biao Gong, Jun Wang, Linxun Chen","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">Expert Syst. Appl.</span></li><li><span style=""color: #FF33A1;"">arXiv</span></li></ul>",2023-04-20,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2304.10199"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""https://doi.org/10.1016/j.eswa.2023.121025"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2304.10199v1"" target=""_blank"" style=""color: #FF33A1;"">[arXiv (2023-04-20)]</a></li></ul>",,2024-11-03
Model Sparsification Can Simplify Machine Unlearning,"Jinghan Jia, Jiancheng Liu, Parikshit Ram, Yuguang Yao, Gaowen Liu, Yang Liu, Pranay Sharma, Sijia Liu","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">NeurIPS</span></li><li><span style=""color: #FF33A1;"">arXiv</span></li></ul>",2023-04-11,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2304.04934"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""http://papers.nips.cc/paper_files/paper/2023/hash/a204aa68ab4e970e1ceccfb5b5cdc5e4-Abstract-Conference.html"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023): Model Sparsity Can Simplify Machine Unlearning]</a></li><li><a href=""http://arxiv.org/abs/2304.04934v13"" target=""_blank"" style=""color: #FF33A1;"">[arXiv (2023-04-11): Model Sparsity Can Simplify Machine Unlearning]</a></li></ul>","<ul><li><a href=""https://github.com/OPTML-Group/Unlearn-Sparse"" target=""_blank"" style=""color: #FF33A1;"">[arXiv - OPTML-Group]</a></li></ul>",2024-11-03
GIF: A General Graph Unlearning Strategy via Influence Function,"Jiancan Wu, Yi Yang, Yuchun Qian, Yongduo Sui, Xiang Wang, Xiangnan He","<ul><li><span style=""color: #FF5733;"">WWW '23: Proceedings of the ACM Web Conference 2023</span></li><li><span style=""color: #3357FF;"">WWW</span></li><li><span style=""color: #FF33A1;"">CoRR</span></li><li><span style=""color: #FF8C33;"">arXiv</span></li></ul>",2023-04-06,"<ul><li><a href=""https://dl.acm.org/doi/10.1145/3543507.3583521"" target=""_blank"" style=""color: #FF5733;"">[ACM (2023-04)]</a></li><li><a href=""https://doi.org/10.1145/3543507.3583521"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li><li><a href=""https://doi.org/10.48550/arXiv.2304.02835"" target=""_blank"" style=""color: #FF33A1;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2304.02835v1"" target=""_blank"" style=""color: #FF8C33;"">[arXiv (2023-04-06)]</a></li></ul>","<ul><li><a href=""https://github.com/wujcan/GIF-torch/"" target=""_blank"" style=""color: #FF8C33;"">[arXiv - wujcan]</a></li></ul>",2024-11-03
Inductive Graph Unlearning,"Cheng-Long Wang, Mengdi Huai, Di Wang","<ul><li><span style=""color: #FF5733;"">USENIX Security Symposium</span></li><li><span style=""color: #3357FF;"">CoRR</span></li><li><span style=""color: #FF33A1;"">arXiv</span></li></ul>",2023-04-06,"<ul><li><a href=""https://www.usenix.org/conference/usenixsecurity23/presentation/wang-cheng-long"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""https://doi.org/10.48550/arXiv.2304.03093"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2304.03093v2"" target=""_blank"" style=""color: #FF33A1;"">[arXiv (2023-04-06)]</a></li></ul>","<ul><li><a href=""https://github.com/Happy2Git/GUIDE"" target=""_blank"" style=""color: #FF33A1;"">[arXiv - Happy2Git]</a></li></ul>",2024-11-03
Unfolded Self-Reconstruction LSH: Towards Machine Unlearning in Approximate Nearest Neighbour Search,"Kim Yong Tan, Yueming Lyu, Yew Soon Ong, Ivor W. Tsang","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">arXiv</span></li></ul>",2023-04-05,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2304.02350"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2304.02350v2"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2023-04-05)]</a></li></ul>",,2024-11-03
Heterogeneous Federated Knowledge Graph Embedding Learning and Unlearning,"Xiangrong Zhu, Guangyao Li, Wei Hu","<ul><li><span style=""color: #FF5733;"">WWW '23: Proceedings of the ACM Web Conference 2023</span></li><li><span style=""color: #3357FF;"">WWW</span></li><li><span style=""color: #FF33A1;"">CoRR</span></li><li><span style=""color: #FF8C33;"">arXiv</span></li></ul>",2023-04,"<ul><li><a href=""https://dl.acm.org/doi/10.1145/3543507.3583305"" target=""_blank"" style=""color: #FF5733;"">[ACM (2023-04)]</a></li><li><a href=""https://doi.org/10.1145/3543507.3583305"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li><li><a href=""https://doi.org/10.48550/arXiv.2302.02069"" target=""_blank"" style=""color: #FF33A1;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2302.02069v2"" target=""_blank"" style=""color: #FF8C33;"">[arXiv (2023-02-04)]</a></li></ul>",,2024-11-03
Unlearning Graph Classifiers with Limited Data Resources,"Chao Pan, Eli Chien, Olgica Milenkovic","<ul><li><span style=""color: #FF5733;"">WWW '23: Proceedings of the ACM Web Conference 2023</span></li><li><span style=""color: #3357FF;"">WWW</span></li><li><span style=""color: #FF33A1;"">arXiv</span></li></ul>",2023-04,"<ul><li><a href=""https://dl.acm.org/doi/10.1145/3543507.3583547"" target=""_blank"" style=""color: #FF5733;"">[ACM (2023-04)]</a></li><li><a href=""https://doi.org/10.1145/3543507.3583547"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2211.03216v2"" target=""_blank"" style=""color: #FF33A1;"">[arXiv (2022-11-06)]</a></li></ul>",,2024-11-03
Learning the Unlearnable: Adversarial Augmentations Suppress Unlearnable Example Attacks,"Tianrui Qin, Xitong Gao, Juanjuan Zhao, Kejiang Ye, Cheng-Zhong Xu","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">arXiv</span></li></ul>",2023-03-27,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2303.15127"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2303.15127v1"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2023-03-27)]</a></li></ul>","<ul><li><a href=""https://github.com/lafeat/ueraser"" target=""_blank"" style=""color: #3357FF;"">[arXiv - lafeat]</a></li></ul>",2024-11-03
Interhemispheric competition during sleep,"Lorenz A. Fenk, Juan Luis Riquelme, Gilles Laurent","<ul><li><span style=""color: #FF5733;"">Nature</span></li></ul>",2023-03-22,"<ul><li><a href=""https://www.nature.com/articles/s41586-023-05827-w"" target=""_blank"" style=""color: #FF5733;"">[Nature (2023-03-22)]</a></li></ul>",,2024-11-03
Boundary Unlearning,"Min Chen, Weizhuo Gao, Gaoyang Liu, Kai Peng, Chen Wang","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">arXiv</span></li></ul>",2023-03-21,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2303.11570"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2303.11570v1"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2023-03-21)]</a></li></ul>",,2024-11-03
"Learn, Unlearn and Relearn: An Online Learning Paradigm for Deep Neural Networks","Vijaya Raghavan T. Ramkumar, Elahe Arani, Bahram Zonooz","<ul><li><span style=""color: #FF5733;"">Trans. Mach. Learn. Res.</span></li><li><span style=""color: #3357FF;"">CoRR</span></li><li><span style=""color: #FF33A1;"">arXiv</span></li><li><span style=""color: #FF8C33;"">OpenReview</span></li></ul>",2023-03-18,"<ul><li><a href=""https://openreview.net/forum?id=WN1O2MJDST"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""https://doi.org/10.48550/arXiv.2303.10455"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2303.10455v1"" target=""_blank"" style=""color: #FF33A1;"">[arXiv (2023-03-18)]</a></li><li><a href=""https://openreview.net/pdf/e61ee961464c8ff0055125464944b1b3ca4bb37a.pdf"" target=""_blank"" style=""color: #FF8C33;"">[OpenReview]</a></li></ul>",,2024-11-03
On the role of inhibition in suppression-induced forgetting,"Kevin van Schie, Jonathan M. Fawcett, Michael C. Anderson","<ul><li><span style=""color: #FF5733;"">Scientific Reports</span></li></ul>",2023-03-14,"<ul><li><a href=""https://www.nature.com/articles/s41598-023-31063-3"" target=""_blank"" style=""color: #FF5733;"">[Nature (2023-03-14)]</a></li></ul>",,2024-11-03
CUDA: Convolution-Based Unlearnable Datasets,"Vinu Sankar Sadasivan, Mahdi Soltanolkotabi, Soheil Feizi","<ul><li><span style=""color: #FF5733;"">CVPR</span></li><li><span style=""color: #3357FF;"">CoRR</span></li><li><span style=""color: #FF33A1;"">arXiv</span></li></ul>",2023-03-07,"<ul><li><a href=""https://doi.org/10.1109/CVPR52729.2023.00376"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""https://doi.org/10.48550/arXiv.2303.04278"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2303.04278v1"" target=""_blank"" style=""color: #FF33A1;"">[arXiv (2023-03-07)]</a></li></ul>",,2024-11-03
Unlearnable Graph: Protecting Graphs from Unauthorized Exploitation,"Yixin Liu, Chenrui Fan, Pan Zhou, Lichao Sun","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">arXiv</span></li></ul>",2023-03-05,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2303.02568"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2303.02568v1"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2023-03-05)]</a></li></ul>",,2024-11-03
Using Analogies to Help Adolescents Unlearn Self-Blame,Shapiro M.,"<ul><li><span style=""color: #FF5733;"">Journal of the American Academy of Child and Adolescent Psychiatry</span></li></ul>",2023-03-01,"<ul><li><a href=""https://doi.org/10.1016/j.jaac.2022.06.013"" target=""_blank"" style=""color: #FF5733;"">[ScienceDirect (2023-03-01)]</a></li></ul>",,2024-11-03
GNNDelete: A General Strategy for Unlearning in Graph Neural Networks,"Jiali Cheng, George Dasoulas, Huan He, Chirag Agarwal, Marinka Zitnik","<ul><li><span style=""color: #FF5733;"">ICLR</span></li><li><span style=""color: #3357FF;"">CoRR</span></li><li><span style=""color: #FF33A1;"">arXiv</span></li><li><span style=""color: #FF8C33;"">ICLR 2023 poster</span></li></ul>",2023-02-26,"<ul><li><a href=""https://openreview.net/pdf?id=X9yCkmT5Qrl"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""https://doi.org/10.48550/arXiv.2302.13406"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2302.13406v1"" target=""_blank"" style=""color: #FF33A1;"">[arXiv (2023-02-26)]</a></li><li><a href=""https://openreview.net/pdf/d344e51366b6eeb1347bf96857a1cdeb5ca03e64.pdf"" target=""_blank"" style=""color: #FF8C33;"">[OpenReview]</a></li></ul>",,2024-11-03
Subspace based Federated Unlearning,"Guanghao Li, Li Shen, Yan Sun, Yue Hu, Han Hu, Dacheng Tao","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">arXiv</span></li></ul>",2023-02-24,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2302.12448"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2302.12448v1"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2023-02-24)]</a></li></ul>",,2024-11-03
A novel computational approach to pain perception modelling within a Bayesian framework using quantitative sensory testing,"Armin Drusko, David Baumeister, Jonas Tesarz","<ul><li><span style=""color: #FF5733;"">Scientific Reports</span></li></ul>",2023-02-23,"<ul><li><a href=""https://www.nature.com/articles/s41598-023-29758-8"" target=""_blank"" style=""color: #FF5733;"">[Nature (2023-02-23)]</a></li></ul>",,2024-11-03
Towards Unbounded Machine Unlearning,"Meghdad Kurmanji, Peter Triantafillou, Jamie Hayes, Eleni Triantafillou","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">NeurIPS</span></li><li><span style=""color: #FF33A1;"">arXiv</span></li></ul>",2023-02-20,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2302.09880"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""http://papers.nips.cc/paper_files/paper/2023/hash/062d711fb777322e2152435459e6e9d9-Abstract-Conference.html"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2302.09880v3"" target=""_blank"" style=""color: #FF33A1;"">[arXiv (2023-02-20)]</a></li></ul>",,2024-11-03
