title,author,venue_name,publish_date,url,code,created_date
Review Networks for Caption Generation,,NeurIPS,2016,"<a href=""https://arxiv.org/abs/1605.07912"" target=""_blank"">1605.07912</a>","<a href=""https://github.com/kimiyoung/review_net"" target=""_blank"">kimiyoung</a>",2025-05-30
DenseCap: Fully Convolutional Localization Networks for Dense Captioning,,CVPR,2016,"<a href=""https://cs.stanford.edu/people/karpathy/densecap/"" target=""_blank""></a>",,2025-05-30
SoundNet: Learning Sound Representations from Unlabeled Video,,NeurIPS,2016,"<a href=""https://arxiv.org/abs/1610.09001"" target=""_blank"">1610.09001</a>","<a href=""http://projects.csail.mit.edu/soundnet/"" target=""_blank"">it.edu/soundnet/</a>",2025-05-30
Unsupervised Learning of Spoken Language with Visual Context,,NeurIPS,2016,"<a href=""https://papers.nips.cc/paper/6186-unsupervised-learning-of-spoken-language-with-visual-context.pdf"" target=""_blank"">6186-unsupervise</a>",,2025-05-30
Computer Vision for Audio-visual Media,,ECCV,2016,"<a href=""https://cvavm2016.wordpress.com/"" target=""_blank""></a>",,2025-05-30
Is an Image Worth More than a Thousand Words? On the Fine-Grain Semantic Differences between Visual and Linguistic Representations,,COLING,2016,"<a href=""https://www.aclweb.org/anthology/C16-1264"" target=""_blank"">C16-1264</a>",,2025-05-30
Learning multiagent communication with backpropagation,,NIPS,2016,"<a href=""http://papers.nips.cc/paper/6398-learning-multiagent-communication-with-backpropagation.pdf"" target=""_blank"">6398-learning-mu</a>",,2025-05-30
Learning to Communicate with Deep Multi-agent Reinforcement Learning,,NIPS,2016,"<a href=""https://arxiv.org/abs/1605.06676"" target=""_blank"">1605.06676</a>",,2025-05-30
Does Multimodality Help Human and Machine for Translation and Image Captioning?,,ACL WMT,2016,"<a href=""http://www.statmt.org/wmt16/pdf/W16-2358.pdf"" target=""_blank"">W16-2358.pdf</a>",,2025-05-30
Analyzing the Behavior of Visual Question Answering Models,,EMNLP,2016,"<a href=""https://arxiv.org/abs/1606.07356"" target=""_blank"">1606.07356</a>",,2025-05-30
Man is to Computer Programmer as Woman is to Homemaker? Debiasing Word Embeddings,,NeurIPS,2016,"<a href=""https://arxiv.org/abs/1607.06520"" target=""_blank"">1607.06520</a>",,2025-05-30
Combining Language and Vision with a Multimodal Skip-gram Model,,NAACL,2015,"<a href=""https://www.aclweb.org/anthology/N15-1016"" target=""_blank"">N15-1016</a>",,2025-05-30
Jointly Modeling Deep Video and Compositional Text to Bridge Vision and Language in a Unified Framework,,AAAI,2015,"<a href=""http://web.eecs.umich.edu/~jjcorso/pubs/xu_corso_AAAI2015_v2t.pdf"" target=""_blank"">xu_corso_AAAI201</a>",,2025-05-30
On Deep Multi-View Representation Learning,,ICML,2015,"<a href=""http://proceedings.mlr.press/v37/wangb15.pdf"" target=""_blank"">wangb15.pdf</a>",,2025-05-30
Building a Large-scale Multimodal Knowledge Base System for Answering Visual Queries,,arXiv,2015,"<a href=""https://arxiv.org/abs/1507.05670"" target=""_blank"">1507.05670</a>",,2025-05-30
Multimodal Deep Learning for Robust RGB-D Object Recognition,,IROS,2015,"<a href=""https://arxiv.org/abs/1507.06821"" target=""_blank"">1507.06821</a>",,2025-05-30
Deep Visual-Semantic Alignments for Generating Image Descriptions,,CVPR,2015,"<a href=""https://arxiv.org/abs/1412.2306v2"" target=""_blank"">1412.2306v2</a>","<a href=""https://github.com/karpathy/neuraltalk2"" target=""_blank"">karpathy</a>",2025-05-30
A Dataset for Movie Description,,CVPR,2015,"<a href=""https://arxiv.org/abs/1501.02530"" target=""_blank"">1501.02530</a>","<a href=""https://www.mpi-inf.mpg.de/departments/computer-vision-and-multimodal-computing/research/vision-and-language/mpii-movie-description-dataset/"" target=""_blank"">ription-dataset/</a>",2025-05-30
"What’s Cookin’? Interpreting Cooking Videos using Text, Speech and Vision",,NAACL,2015,"<a href=""https://arxiv.org/abs/1503.01558"" target=""_blank"">1503.01558</a>","<a href=""https://github.com/malmaud/whats_cookin"" target=""_blank"">malmaud</a>",2025-05-30
Show and Tell: A Neural Image Caption Generator,,CVPR,2015,"<a href=""https://arxiv.org/abs/1411.4555"" target=""_blank"">1411.4555</a>","<a href=""https://github.com/karpathy/neuraltalk2"" target=""_blank"">karpathy</a>",2025-05-30
"Show, Attend and Tell: Neural Image Caption Generation with Visual Attention",,ICML,2015,"<a href=""https://arxiv.org/abs/1502.03044"" target=""_blank"">1502.03044</a>","<a href=""https://github.com/kelvinxu/arctic-captions"" target=""_blank"">kelvinxu</a>",2025-05-30
VQA: Visual Question Answering,,ICCV,2015,"<a href=""https://arxiv.org/abs/1505.00468"" target=""_blank"">1505.00468</a>","<a href=""https://visualqa.org/"" target=""_blank"">://visualqa.org/</a>",2025-05-30
What are you talking about? Text-to-Image Coreference,,CVPR,2014,"<a href=""https://ieeexplore.ieee.org/abstract/document/6909850/"" target=""_blank""></a>",,2025-05-30
Multimodal Learning with Deep Boltzmann Machines,,JMLR,2014,"<a href=""https://dl.acm.org/citation.cfm?id=2697059"" target=""_blank"">citation.cfm?id=</a>",,2025-05-30
Unsupervised Alignment of Natural Language Instructions with Video Segments,,AAAI,2014,"<a href=""https://dl.acm.org/citation.cfm?id=2892753.2892769"" target=""_blank"">citation.cfm?id=</a>",,2025-05-30
Multimodal Alignment of Videos,,MM,2014,"<a href=""https://dl.acm.org/citation.cfm?id=2654862"" target=""_blank"">citation.cfm?id=</a>",,2025-05-30
Dyadic Behavior Analysis in Depression Severity Assessment Interviews,,ICMI,2014,"<a href=""https://dl.acm.org/citation.cfm?doid=2663204.2663238"" target=""_blank"">citation.cfm?doi</a>",,2025-05-30
Learning Grounded Meaning Representations with Autoencoders,,ACL,2014,"<a href=""https://www.aclweb.org/anthology/P14-1068"" target=""_blank"">P14-1068</a>",,2025-05-30
Perching and Vertical Climbing: Design of a Multimodal Robot,,ICRA,2014,"<a href=""https://ieeexplore.ieee.org/document/6907472"" target=""_blank"">6907472</a>",,2025-05-30
Deep Fragment Embeddings for Bidirectional Image Sentence Mapping,,NIPS,2014,"<a href=""https://arxiv.org/abs/1406.5679"" target=""_blank"">1406.5679</a>",,2025-05-30
Unifying Visual-Semantic Embeddings with Multimodal Neural Language Models,,ICML,2014,"<a href=""http://proceedings.mlr.press/v32/kiros14.html"" target=""_blank"">kiros14.html</a>","<a href=""https://github.com/ryankiros/visual-semantic-embedding"" target=""_blank"">ryankiros</a>",2025-05-30
Microsoft COCO: Common Objects in Context,,ECCV,2014,"<a href=""https://arxiv.org/abs/1405.0312"" target=""_blank"">1405.0312</a>","<a href=""http://cocodataset.org/#home"" target=""_blank"">ataset.org/#home</a>",2025-05-30
SimSensei Kiosk: A Virtual Human Interviewer for Healthcare Decision Support,,AAMAS,2014,"<a href=""https://dl.acm.org/citation.cfm?id=2617388.2617415"" target=""_blank"">citation.cfm?id=</a>",,2025-05-30
Decoding Children’s Social Behavior,,CVPR,2013,"<a href=""http://www.cbi.gatech.edu/mmdb/docs/mmdb_paper.pdf"" target=""_blank"">mmdb_paper.pdf</a>","<a href=""http://www.cbi.gatech.edu/mmdb/"" target=""_blank"">gatech.edu/mmdb/</a>",2025-05-30
DeViSE: A Deep Visual-Semantic Embedding Model,,NeurIPS,2013,"<a href=""https://papers.nips.cc/paper/5204-devise-a-deep-visual-semantic-embedding-model"" target=""_blank"">5204-devise-a-de</a>",,2025-05-30
Representation Learning: A Review and New Perspectives,,TPAMI,2013,"<a href=""https://arxiv.org/abs/1206.5538"" target=""_blank"">1206.5538</a>",,2025-05-30
Zero-Shot Learning Through Cross-Modal Transfer,,NIPS,2013,"<a href=""https://nlp.stanford.edu/~socherr/SocherGanjooManningNg_NIPS2013.pdf"" target=""_blank"">SocherGanjooMann</a>",,2025-05-30
Deep Canonical Correlation Analysis,,ICML,2013,"<a href=""http://proceedings.mlr.press/v28/andrew13.html"" target=""_blank"">andrew13.html</a>","<a href=""https://github.com/VahidooX/DeepCCA"" target=""_blank"">VahidooX</a>",2025-05-30
Audiovisual Behavior Descriptors for Depression Assessment,,ICMI,2013,"<a href=""https://dl.acm.org/citation.cfm?doid=2522848.2522886"" target=""_blank"">citation.cfm?doi</a>",,2025-05-30
Grounded Compositional Semantics for Finding and Describing Images with Sentences,,TACL,2013,"<a href=""https://nlp.stanford.edu/~socherr/SocherKarpathyLeManningNg_TACL2013.pdf"" target=""_blank"">SocherKarpathyLe</a>",,2025-05-30
Grounded Language Learning from Video Described with Sentences,,ACL,2013,"<a href=""https://www.aclweb.org/anthology/P13-1006"" target=""_blank"">P13-1006</a>",,2025-05-30
"Collecting Large, Richly Annotated Facial-Expression Databases from Movies",,IEEE Multimedia,2012,"<a href=""http://users.cecs.anu.edu.au/%7Eadhall/Dhall_Goecke_Lucey_Gedeon_M_2012.pdf"" target=""_blank"">Dhall_Goecke_Luc</a>","<a href=""https://cs.anu.edu.au/few/AFEW.html"" target=""_blank"">au/few/AFEW.html</a>",2025-05-30
Multi-Modal Scene Understanding for Robotic Grasping,,,2011,"<a href=""http://kth.diva-portal.org/smash/get/diva2:459199/FULLTEXT01"" target=""_blank"">FULLTEXT01</a>",,2025-05-30
Multimodal Deep Learning,,ICML,2011,"<a href=""https://dl.acm.org/citation.cfm?id=3104569"" target=""_blank"">citation.cfm?id=</a>",,2025-05-30
Strategies for Multi-Modal Scene Exploration,,IROS,2010,"<a href=""https://am.is.tuebingen.mpg.de/uploads_file/attachment/attachment/307/2010_IROS_bjbk_camred.pdf"" target=""_blank"">2010_IROS_bjbk_c</a>",,2025-05-30
Multimodal Semi-supervised Learning for Image Classification,,CVPR,2010,"<a href=""https://ieeexplore.ieee.org/abstract/document/5540120"" target=""_blank"">5540120</a>",,2025-05-30
Reinforcement Learning for Mapping Instructions to Actions,,ACL,2009,"<a href=""https://people.csail.mit.edu/regina/my_papers/RL.pdf"" target=""_blank"">RL.pdf</a>",,2025-05-30
Text-to-Speech Synthesis,,,2009,"<a href=""https://dl.acm.org/citation.cfm?id=1592988"" target=""_blank"">citation.cfm?id=</a>",,2025-05-30
The Interactive Emotional Dyadic Motion Capture (IEMOCAP) Database,,,2008,"<a href=""https://sail.usc.edu/iemocap/Busso_2008_iemocap.pdf"" target=""_blank"">Busso_2008_iemoc</a>","<a href=""https://sail.usc.edu/iemocap/"" target=""_blank"">usc.edu/iemocap/</a>",2025-05-30
Affective multimodal human-computer interaction,,Multimedia,2005,"<a href=""https://dl.acm.org/doi/10.1145/1101149.1101299"" target=""_blank"">1101149.1101299</a>",,2025-05-30
A co-regularized approach to semi-supervised learning with multiple views,,ICML,2005,"<a href=""https://web.cse.ohio-state.edu/~belkin.8/papers/CASSL_ICML_05.pdf"" target=""_blank"">CASSL_ICML_05.pd</a>",,2025-05-30
Multimodal Human Computer Interaction: A Survey,,HCI,2005,"<a href=""https://link.springer.com/chapter/10.1007/11573425_1"" target=""_blank"">11573425_1</a>",,2025-05-30
The Emergence of Compositional Structures in Perceptually Grounded Language Games,,AI,2005,"<a href=""https://www.cs.utexas.edu/~kuipers/readings/Vogt-aij-05.pdf"" target=""_blank"">Vogt-aij-05.pdf</a>",,2025-05-30
A Survey of Socially Interactive Robots,,,2003,"<a href=""https://www.cs.cmu.edu/~illah/PAPERS/socialroboticssurvey.pdf"" target=""_blank"">socialroboticssu</a>",,2025-05-30
Building a multimodal human-robot interface,,IEEE Intelligent Systems,2001,"<a href=""https://ieeexplore.ieee.org/abstract/document/1183338?casa_token=tdKeY0Q0e-4AAAAA:XfKwp5Di1O5bCEOnebeaS58waSbWm80lxNuY8IhWW7DqDLvRQj-8ettJW1NrFrmoR_ShudTgzw"" target=""_blank"">1183338?casa_tok</a>",,2025-05-30
